bike_id,member_gender,member_age,start_neighborhood,end_neighborhood,start_station_name,end_station_name,duration_min,miles,temperature,weather
3848,Female,25,Mission District,South of Market,Franklin Square,8th St at Ringold St,51.9,12.1,75,clear_skies
1140,Male,43,North of the Panhandle,The Castro,Central Ave at Fell St,Sanchez St at 15th St,5.9,1.4,75,clear_skies
331,Male,49,Western Addition,Alamo Square,Market St at Dolores St,Grove St at Divisadero,10.1,2.3,75,clear_skies
3783,Male,44,South of Market,Financial District,Howard St at Beale St,Davis St at Jackson St,8,1.9,75,clear_skies
2228,Male,22,Civic Center,South of Market,Market St at 10th St,Yerba Buena Center for the Arts,16.2,3.8,75,clear_skies
2293,Male,68,South of Market,Lower Nob Hill,Yerba Buena Center for the Arts,Union Square,32.4,7.5,75,clear_skies
3711,Male,50,Civic Center,Central Waterfront,Market St at 10th St,22nd St Caltrain Station,17.7,4.1,75,clear_skies
3298,Male,28,Tenderloin,Mission Bay,Cyril Magnin St at Ellis St,Townsend St at 5th St,9.6,2.2,75,clear_skies
3771,Male,36,South of Market,South of Market,Victoria Manalo Draves Park,8th St at Ringold St,3,0.7,75,clear_skies
3542,Male,32,South of Market,Mission Dolores,McCoppin St at Valencia St,17th St at Valencia St,4.6,1.1,75,clear_skies
3454,Male,32,Anza Vista,Western Addition,O'Farrell St at Divisadero St,Market St at Dolores St,10.4,2.4,75,clear_skies
3876,Male,42,South of Market,South of Market,11th St at Bryant St,Powell St BART Station,24.2,5.6,75,clear_skies
2703,Male,25,Tenderloin,Mission Bay,Father Alfred E Boeddeker Park,8th St at Brannan St,11.2,2.6,75,clear_skies
230,Male,35,Financial District,China Basin,Commercial St at Montgomery St,Bryant St at 2nd St,11.2,2.6,75,clear_skies
2748,Male,33,Financial District,Financial District,Broadway at Battery St,Mechanics Monument Plaza,9.5,2.2,75,clear_skies
388,Male,52,Financial District,South Beach,Commercial St at Montgomery St,The Embarcadero at Steuart St,18.6,4.3,75,clear_skies
4059,Female,31,South Beach,Chinatown,The Embarcadero at Steuart St,Broadway at Kearny,10.2,2.4,75,clear_skies
4031,Male,36,South Beach,South of Market,The Embarcadero at Steuart St,5th at Folsom,14.1,3.3,75,clear_skies
3898,Male,52,Embarcadero,Chinatown,The Embarcadero at Sansome St,Broadway at Kearny,43.2,10.1,75,clear_skies
1968,Male,47,Embarcadero,Embarcadero,The Embarcadero at Vallejo St,The Embarcadero at Bryant St,10.4,2.4,75,clear_skies
4071,Male,52,The East Cut,Civic Center,Howard St at 2nd St,Market St at 10th St,10.5,2.4,75,clear_skies
3176,Female,30,South of Market,South of Market,2nd St at Townsend St,Montgomery St BART Station,6.6,1.5,75,clear_skies
3982,Male,36,Mission District,Financial District,Valencia St at 21st St,Mechanics Monument Plaza,17.9,4.2,75,clear_skies
4043,Female,34,Noe Valley,Noe Valley,Jersey St at Church St,Cesar Chavez St at Dolores St,1.6,0.4,75,clear_skies
4224,Female,52,Central Waterfront,South Beach,22nd St Caltrain Station,The Embarcadero at Steuart St,13.1,3.1,75,clear_skies
385,Female,46,Rincon Hill,South of Market,Beale St at Harrison St,2nd St at Townsend St,5.8,1.3,75,clear_skies
3664,Male,26,Mission District,Mission District,20th St at Bryant St,Franklin Square,2.2,0.5,75,clear_skies
4220,Other,38,The Castro,South of Market,Mission Dolores Park,11th St at Bryant St,13.7,3.2,75,clear_skies
1713,Female,27,Mission District,Mission District,Valencia St at 24th St,Folsom St at 19th St,11.2,2.6,75,clear_skies
3172,Male,29,Mid-Market,Mission District,Civic Center/UN Plaza BART Station,Garfield Square (25th St at Harrison St),22.6,5.3,75,clear_skies
3743,Female,44,Rincon Hill,South of Market,1st St at Folsom St,Steuart St at Market St,7,1.6,75,clear_skies
2032,Female,28,Mission District,Mission District,Folsom St at 15th St,19th St at Mission St,5.7,1.3,75,clear_skies
1477,Male,30,Mission Dolores,Mission District,17th St at Valencia St,Folsom St at 15th St,6,1.4,75,clear_skies
2084,Male,30,Tenderloin,Civic Center,Cyril Magnin St at Ellis St,Market St at 10th St,7.5,1.7,75,clear_skies
3822,Male,43,The East Cut,South of Market,Howard St at 2nd St,Embarcadero BART Station,2.9,0.7,75,clear_skies
3192,Female,35,South of Market,Mission Bay,Yerba Buena Center for the Arts,5th St at Brannan St,17,4,75,clear_skies
3836,Female,62,The Castro,South of Market,Mission Dolores Park,11th St at Bryant St,11.4,2.7,75,clear_skies
1855,Male,34,Mid-Market,Tenderloin,Civic Center/UN Plaza BART Station,Powell St BART Station,1.8,0.4,75,clear_skies
776,Male,41,Hayes Valley,Fillmore District,Webster St at Grove St,Raymond Kimbell Playground,5.9,1.4,75,clear_skies
3109,Male,37,Mission Bay,Embarcadero,4th St at Mission Bay Blvd S,The Embarcadero at Bryant St,9.3,2.2,75,clear_skies
2575,Male,31,Mission Bay,South of Market,4th St at Mission Bay Blvd S,2nd St at Townsend St,23.9,5.6,75,clear_skies
1654,Male,24,China Basin,Financial District,3rd St at Townsend St,Post St at Kearny St,8.1,1.9,75,clear_skies
3966,Male,31,Embarcadero,China Basin,The Embarcadero at Bryant St,Berry St at 4th St,5.4,1.3,75,clear_skies
2244,Female,33,South of Market,Embarcadero,Steuart St at Market St,The Embarcadero at Bryant St,5.4,1.3,75,clear_skies
3867,Female,32,Alamo Square,Tenderloin,Grove St at Divisadero,Powell St BART Station,13.6,3.2,75,clear_skies
2904,Male,38,Mission Bay,Mission District,8th St at Brannan St,Bryant St at 15th St,6.3,1.5,75,clear_skies
2296,Male,49,Financial District,Civic Center,Post St at Kearny St,Market St at 10th St,8.6,2,75,clear_skies
2428,Male,32,Mission District,Mission Dolores,16th St Mission BART,17th St at Valencia St,2,0.5,75,clear_skies
3071,Male,37,South of Market,Mid-Market,Montgomery St BART Station,Civic Center/UN Plaza BART Station,5.8,1.4,75,clear_skies
2441,Female,40,Mission Bay,South of Market,4th St at Mission Bay Blvd S,2nd St at Townsend St,22.8,5.3,75,clear_skies
2360,Male,25,South of Market,Civic Center,S Van Ness Ave at Market St,Market St at 10th St,1.6,0.4,75,clear_skies
3661,Female,40,South of Market,Mission Bay,Howard St at Beale St,San Francisco Caltrain,8.9,2.1,75,clear_skies
446,Female,38,Mission Bay,South of Market,4th St at Mission Bay Blvd S,2nd St at Townsend St,22.3,5.2,75,clear_skies
1201,Male,38,Mission Bay,South of Market,4th St at Mission Bay Blvd S,2nd St at Townsend St,21.8,5.1,75,clear_skies
1883,Female,39,Mission Bay,South of Market,4th St at Mission Bay Blvd S,2nd St at Townsend St,21.9,5.1,75,clear_skies
79,Male,38,Mission Bay,South of Market,4th St at Mission Bay Blvd S,2nd St at Townsend St,21.8,5.1,75,clear_skies
20,Male,49,South of Market,South Beach,Steuart St at Market St,The Embarcadero at Steuart St,2.7,0.6,75,clear_skies
2436,Male,43,Mission Bay,South of Market,4th St at Mission Bay Blvd S,2nd St at Townsend St,21.4,5,75,clear_skies
3658,Male,48,Embarcadero,Embarcadero,The Embarcadero at Sansome St,The Embarcadero at Vallejo St,5.7,1.3,75,clear_skies
4013,Male,33,Embarcadero,Embarcadero,The Embarcadero at Sansome St,The Embarcadero at Vallejo St,6.2,1.4,75,clear_skies
2545,Male,48,Central Waterfront,Potrero Hill,22nd St Caltrain Station,Mississippi St at 17th St,8.3,1.9,75,clear_skies
2906,Male,54,South of Market,Mission Bay,Yerba Buena Center for the Arts,5th St at Brannan St,5.6,1.3,75,clear_skies
3973,Male,45,Embarcadero,Embarcadero,San Francisco Ferry Building,The Embarcadero at Sansome St,6.9,1.6,75,clear_skies
3914,Male,48,Embarcadero,Financial District,The Embarcadero at Sansome St,Washington St at Kearny St,24.6,5.7,75,clear_skies
1220,Female,32,Mission Dolores,Mission District,Mission Playground,19th St at Florida St,5.2,1.2,75,clear_skies
3455,Other,25,Mission District,Mission Dolores,17th & Folsom Street Park,Mission Playground,6.7,1.6,75,clear_skies
3683,Female,46,Alamo Square,Alamo Square,Grove St at Divisadero,Grove St at Divisadero,1253.4,292,75,clear_skies
67,Male,21,Financial District,Chinatown,Post St at Kearny St,Broadway at Kearny,195.9,45.6,75,clear_skies
798,Male,41,South of Market,Mission Bay,2nd St at Townsend St,Townsend St at 5th St,5.5,1.3,75,clear_skies
191,Male,35,South of Market,Tenderloin,Powell St BART Station,Cyril Magnin St at Ellis St,6.3,1.5,75,clear_skies
3919,Male,49,South Beach,China Basin,The Embarcadero at Steuart St,Berry St at 4th St,8.7,2,75,clear_skies
3491,Female,34,Mission Bay,South of Market,Townsend St at 5th St,Montgomery St BART Station,12.7,3,75,clear_skies
1908,Male,35,South of Market,The Castro,S Van Ness Ave at Market St,Mission Dolores Park,9.3,2.2,75,clear_skies
462,Male,24,China Basin,China Basin,3rd St at Townsend St,3rd St at Townsend St,11.1,2.6,75,clear_skies
434,Male,21,Mission Dolores,Mission Dolores,Mission Playground,Mission Playground,13.2,3.1,75,clear_skies
2661,Male,56,Embarcadero,China Basin,The Embarcadero at Bryant St,Berry St at 4th St,10.6,2.5,75,clear_skies
2848,Male,31,Civic Center,South of Market,Golden Gate Ave at Polk St,Powell St BART Station,7.4,1.7,75,clear_skies
155,Male,40,Mission District,The Castro,Valencia St at 21st St,18th St at Noe St,13.4,3.1,75,clear_skies
2007,Male,31,Potrero Hill,Mid-Market,Mississippi St at 17th St,Civic Center/UN Plaza BART Station,12,2.8,75,clear_skies
3980,Male,48,Embarcadero,Financial District,The Embarcadero at Vallejo St,Washington St at Kearny St,16.4,3.8,75,clear_skies
2545,Male,28,Potrero Hill,Mid-Market,Mississippi St at 17th St,Civic Center/UN Plaza BART Station,11.8,2.7,75,clear_skies
4013,Male,33,Embarcadero,Financial District,The Embarcadero at Vallejo St,Washington St at Kearny St,16.5,3.8,75,clear_skies
3846,Male,52,South Beach,Embarcadero,The Embarcadero at Steuart St,The Embarcadero at Bryant St,4.1,1,75,clear_skies
3571,Male,34,Anza Vista,Civic Center,O'Farrell St at Divisadero St,Market St at 10th St,15.9,3.7,75,clear_skies
4071,Female,20,Civic Center,Lower Nob Hill,Market St at 10th St,Union Square,9.5,2.2,75,clear_skies
1063,Female,24,Mission Bay,South of Market,Bryant St at 6th St,Powell St BART Station,10.6,2.5,75,clear_skies
3144,Male,82,Mission District,Mission District,Folsom St at 15th St,16th St Mission BART,5.9,1.4,75,clear_skies
3148,Male,25,Civic Center,South of Market,San Francisco Public Library,S Van Ness Ave at Market St,6,1.4,75,clear_skies
4028,Male,38,Civic Center,Mission District,Golden Gate Ave at Polk St,San Bruno Ave at 16th St,12.2,2.8,75,clear_skies
3303,Male,38,Mission Bay,Embarcadero,7th St at Brannan St,San Francisco Ferry Building,12,2.8,75,clear_skies
3866,Male,28,Hayes Valley,South of Market,Koshland Park,5th at Folsom,11.9,2.8,75,clear_skies
4007,Male,41,Mission Bay,Civic Center,Townsend St at 5th St,Golden Gate Ave at Polk St,12.7,3,75,clear_skies
4049,Male,59,Hayes Valley,Civic Center,Laguna St at Hayes St,Golden Gate Ave at Polk St,15.8,3.7,75,clear_skies
3946,Male,34,South of Market,Tenderloin,Spear St at Folsom St,Powell St BART Station,12.4,2.9,75,clear_skies
533,Male,41,South of Market,South of Market,Howard St at Beale St,Howard St at 8th St,9.1,2.1,75,clear_skies
3791,Other,26,Mission District,Mission Bay,San Bruno Ave at 16th St,8th St at Brannan St,13.3,3.1,75,clear_skies
86,Male,29,South of Market,Mission Bay,Folsom St at 3rd St,San Francisco Caltrain,6.4,1.5,75,clear_skies
2786,Female,35,South of Market,Embarcadero,Howard St at Beale St,The Embarcadero at Sansome St,11.1,2.6,75,clear_skies
1580,Female,32,Mission District,Financial District,Bryant St at 15th St,Commercial St at Montgomery St,20.2,4.7,75,clear_skies
1424,Male,58,Lower Nob Hill,Civic Center,Union Square,San Francisco Public Library,7.6,1.8,75,clear_skies
2730,Other,48,South of Market,South of Market,2nd St at Folsom St,Embarcadero BART Station,6.9,1.6,75,clear_skies
1244,Male,31,South of Market,South of Market,Spear St at Folsom St,Howard St at Mary St,11.2,2.6,75,clear_skies
1654,Male,38,Financial District,Civic Center,Post St at Kearny St,Market St at 10th St,9.4,2.2,75,clear_skies
3655,Male,29,Financial District,Civic Center,Mechanics Monument Plaza,Golden Gate Ave at Polk St,11.9,2.8,75,clear_skies
3158,Male,31,Civic Center,Mid-Market,Market St at 10th St,Civic Center/UN Plaza BART Station,2.9,0.7,75,clear_skies
3849,Male,24,Civic Center,Western Addition,Golden Gate Ave at Hyde St,Market St at Dolores St,11.4,2.6,75,clear_skies
3783,Male,30,Financial District,South of Market,Davis St at Jackson St,4th St at Harrison St,11.9,2.8,75,clear_skies
3376,Female,24,China Basin,Mission Dolores,Berry St at 4th St,17th St at Valencia St,41.8,9.7,75,clear_skies
1150,Male,30,Tenderloin,Mission Dolores,Cyril Magnin St at Ellis St,17th St at Valencia St,13.9,3.2,75,clear_skies
3846,Male,29,Embarcadero,South of Market,The Embarcadero at Bryant St,Embarcadero BART Station,5,1.2,75,clear_skies
1492,Female,31,Potrero Hill,South of Market,Rhode Island St at 17th St,Yerba Buena Center for the Arts,58.1,13.5,75,clear_skies
1303,Male,34,Tenderloin,Mid-Market,Powell St BART Station,Civic Center/UN Plaza BART Station,2.3,0.5,75,clear_skies
213,Male,36,South of Market,Mission Bay,Spear St at Folsom St,4th St at Mission Bay Blvd S,12.6,2.9,75,clear_skies
1383,Female,27,South of Market,South of Market,S Van Ness Ave at Market St,4th St at Harrison St,13.6,3.2,75,clear_skies
1182,Male,29,Potrero Hill,South of Market,Rhode Island St at 17th St,Yerba Buena Center for the Arts,57.3,13.4,75,clear_skies
3398,Male,44,Financial District,South of Market,Davis St at Jackson St,Howard St at Beale St,4.4,1,75,clear_skies
3987,Male,38,Mission District,Mission District,Franklin Square,Folsom St at 15th St,4.6,1.1,75,clear_skies
1627,Female,24,Mission Bay,Financial District,San Francisco Caltrain Station 2,Mechanics Monument Plaza,10.3,2.4,75,clear_skies
174,Male,32,South of Market,South of Market,S Van Ness Ave at Market St,4th St at Harrison St,11.6,2.7,75,clear_skies
3661,Male,52,Mission Bay,South of Market,San Francisco Caltrain,2nd St at Folsom St,8.3,1.9,75,clear_skies
1055,Male,32,Financial District,Western Addition,Mechanics Monument Plaza,Market St at Dolores St,21.6,5,75,clear_skies
86,Male,33,Mission Bay,Mission Bay,San Francisco Caltrain,7th St at Brannan St,4.8,1.1,75,clear_skies
3458,Female,64,Mission Bay,Bernal Heights,4th St at Mission Bay Blvd S,Precita Park,21,4.9,75,clear_skies
2235,Male,50,Financial District,South of Market,Davis St at Jackson St,Embarcadero BART Station,4.8,1.1,75,clear_skies
2774,Female,33,Mission Bay,Mission Bay,Bryant St at 6th St,San Francisco Caltrain,4.9,1.1,75,clear_skies
3871,Male,32,South Park,Civic Center,S Park St at 3rd St,Market St at 10th St,10.8,2.5,75,clear_skies
2409,Male,34,Mission Bay,Financial District,San Francisco Caltrain Station 2,Mechanics Monument Plaza,15.5,3.6,75,clear_skies
3822,Other,48,South of Market,Financial District,Embarcadero BART Station,Washington St at Kearny St,8.9,2.1,75,clear_skies
3867,Female,24,Tenderloin,South of Market,Powell St BART Station,Powell St BART Station,3.3,0.8,75,clear_skies
3982,Male,30,South of Market,South of Market,Folsom St at 3rd St,2nd St at Folsom St,1.5,0.3,75,clear_skies
3385,Male,38,Potrero Hill,Mission District,Rhode Island St at 17th St,16th St Mission BART,10.3,2.4,75,clear_skies
3125,Male,26,South of Market,Civic Center,Yerba Buena Center for the Arts,Market St at 10th St,10.6,2.5,75,clear_skies
720,Male,22,Mission Bay,South of Market,San Francisco Caltrain Station 2,Steuart St at Market St,18,4.2,75,clear_skies
793,Male,32,Financial District,Civic Center,Clay St at Battery St,Golden Gate Ave at Polk St,97.5,22.7,75,clear_skies
3454,Male,51,Western Addition,Hayes Valley,Market St at Dolores St,Laguna St at Hayes St,5.1,1.2,75,clear_skies
2698,Female,35,Tenderloin,Civic Center,Powell St BART Station,San Francisco Public Library,8.6,2,75,clear_skies
3155,Female,30,Financial District,Civic Center,Clay St at Battery St,Golden Gate Ave at Polk St,96.2,22.4,75,clear_skies
1602,Male,38,Mission District,Mission District,Franklin Square,16th St Mission BART Station 2,4.1,1,75,clear_skies
2644,Female,30,South of Market,Mission Bay,Yerba Buena Center for the Arts,San Francisco Caltrain Station 2,7.8,1.8,75,clear_skies
3732,Male,29,South of Market,Mid-Market,Montgomery St BART Station,Civic Center/UN Plaza BART Station,5.8,1.3,75,clear_skies
1176,Male,43,South of Market,South Park,2nd St at Folsom St,S Park St at 3rd St,3.1,0.7,75,clear_skies
962,Male,45,South of Market,Chinatown,Spear St at Folsom St,Broadway at Kearny,11.7,2.7,75,clear_skies
3610,Male,47,Mission Bay,South of Market,Townsend St at 7th St,McCoppin St at Valencia St,9.8,2.3,75,clear_skies
4028,Male,32,Mission District,Civic Center,San Bruno Ave at 16th St,Golden Gate Ave at Polk St,12.4,2.9,75,clear_skies
3111,Male,56,Financial District,Chinatown,Davis St at Jackson St,Broadway at Kearny,6.5,1.5,75,clear_skies
3855,Male,53,Financial District,Mission Bay,Broadway at Battery St,Townsend St at 7th St,25.3,5.9,77,clear_skies
1898,Male,30,China Basin,South of Market,Bryant St at 2nd St,2nd St at Townsend St,3.1,0.7,77,clear_skies
3985,Male,24,Mission District,South of Market,Valencia St at 21st St,Montgomery St BART Station,16.9,3.9,77,clear_skies
3791,Male,30,Mission Bay,Mission Bay,8th St at Brannan St,7th St at Brannan St,2.1,0.5,77,clear_skies
3836,Male,52,South of Market,Mission District,11th St at Bryant St,Garfield Square (25th St at Harrison St),11.9,2.8,77,clear_skies
3783,Male,30,South of Market,Financial District,4th St at Harrison St,Broadway at Battery St,12.6,2.9,77,clear_skies
4063,Male,35,South Beach,Civic Center,The Embarcadero at Steuart St,Golden Gate Ave at Polk St,14,3.3,77,clear_skies
706,Female,42,Dogpatch,Tenderloin,Esprit Park,Powell St BART Station,28.8,6.7,77,clear_skies
3090,Male,60,South of Market,Embarcadero,Montgomery St BART Station,San Francisco Ferry Building,5.4,1.3,77,clear_skies
3848,Female,25,South of Market,Alamo Square,8th St at Ringold St,Grove St at Divisadero,19.9,4.6,77,clear_skies
2853,Female,45,Financial District,Civic Center,Mechanics Monument Plaza,Market St at Franklin St,12.7,2.9,77,clear_skies
2970,Male,58,South of Market,Embarcadero,2nd St at Townsend St,San Francisco Ferry Building,7.3,1.7,77,clear_skies
